cash_position_id,account_id,customer_id,branch_id,business_date,opening_balance,closing_balance,available_liquidity,currency_code,region_code,start_date,end_date,baseline
CASHPOS_0002884,ACC_APAC_000799,CUST_APAC_000799,BR_APAC_0199,2026-06-01,2920029.6,2855417.05,2732227.03,JPY,APAC,2026-06-01,2026-06-02,cash_20260630
CASHPOS_0002885,ACC_APAC_001546,CUST_APAC_001546,BR_APAC_0146,2026-06-21,815880.59,845912.06,682505.4,JPY,APAC,2026-06-21,2026-06-22,cash_20260630
CASHPOS_0002886,ACC_APAC_000118,CUST_APAC_000118,BR_APAC_0118,2026-06-22,1900639.88,2045330.99,1818586.43,JPY,APAC,2026-06-22,2026-06-23,cash_20260630
CASHPOS_0002887,ACC_APAC_000207,CUST_APAC_000207,BR_APAC_0007,2026-06-21,3138825.54,2844127.73,2605786.35,JPY,APAC,2026-06-21,2026-06-22,cash_20260630
CASHPOS_0002888,ACC_APAC_000003,CUST_APAC_000003,BR_APAC_0003,2026-06-25,880144.9,951207.73,696730.39,JPY,APAC,2026-06-25,2026-06-26,cash_20260630
CASHPOS_0002889,ACC_APAC_001243,CUST_APAC_001243,BR_APAC_0043,2026-06-30,4578979.74,4882653.96,3646455.36,JPY,APAC,2026-06-30,2026-07-01,cash_20260630
CASHPOS_0002890,ACC_APAC_001316,CUST_APAC_001316,BR_APAC_0116,2026-06-26,4820944.55,4383501.7,3399323.09,JPY,APAC,2026-06-26,2026-06-27,cash_20260630
CASHPOS_0002891,ACC_APAC_001490,CUST_APAC_001490,BR_APAC_0090,2026-06-24,3982474.97,4292560.78,3534703.16,JPY,APAC,2026-06-24,2026-06-25,cash_20260630
CASHPOS_0002892,ACC_APAC_000856,CUST_APAC_000856,BR_APAC_0056,2026-06-22,1786980.92,1836442.75,1460096.79,JPY,APAC,2026-06-22,2026-06-23,cash_20260630
CASHPOS_0002893,ACC_APAC_000773,CUST_APAC_000773,BR_APAC_0173,2026-06-11,1764991.31,1795746.89,1542872.4,JPY,APAC,2026-06-11,2026-06-12,cash_20260630
CASHPOS_0002894,ACC_APAC_001088,CUST_APAC_001088,BR_APAC_0088,2026-06-08,3900828.25,4117928.67,3246948.77,JPY,APAC,2026-06-08,2026-06-09,cash_20260630
CASHPOS_0002895,ACC_APAC_000858,CUST_APAC_000858,BR_APAC_0058,2026-06-21,3283088.21,3660330.92,2774094.86,JPY,APAC,2026-06-21,2026-06-22,cash_20260630
CASHPOS_0002896,ACC_APAC_001196,CUST_APAC_001196,BR_APAC_0196,2026-06-20,3838777.14,3842972.96,3685838.47,JPY,APAC,2026-06-20,2026-06-21,cash_20260630
CASHPOS_0002897,ACC_APAC_001181,CUST_APAC_001181,BR_APAC_0181,2026-06-04,2148066.95,2018342.55,1521903.83,JPY,APAC,2026-06-04,2026-06-05,cash_20260630
CASHPOS_0002898,ACC_APAC_000784,CUST_APAC_000784,BR_APAC_0184,2026-06-05,3224374.53,3434208.04,3037273.15,JPY,APAC,2026-06-05,2026-06-06,cash_20260630
CASHPOS_0002899,ACC_APAC_000717,CUST_APAC_000717,BR_APAC_0117,2026-06-18,1349067.54,1466859.13,1435530.12,JPY,APAC,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0002900,ACC_APAC_001539,CUST_APAC_001539,BR_APAC_0139,2026-06-15,5601523.81,5499258.58,4570544.02,JPY,APAC,2026-06-15,2026-06-16,cash_20260630
CASHPOS_0002901,ACC_APAC_001351,CUST_APAC_001351,BR_APAC_0151,2026-06-17,1350125.64,1428295.89,1117502.61,JPY,APAC,2026-06-17,2026-06-18,cash_20260630
CASHPOS_0002902,ACC_APAC_001233,CUST_APAC_001233,BR_APAC_0033,2026-06-17,3593858.85,3689753.83,2757645.18,JPY,APAC,2026-06-17,2026-06-18,cash_20260630
CASHPOS_0002903,ACC_APAC_001432,CUST_APAC_001432,BR_APAC_0032,2026-06-22,3182973.82,3482573.88,3024491.17,JPY,APAC,2026-06-22,2026-06-23,cash_20260630
CASHPOS_0002904,ACC_APAC_000355,CUST_APAC_000355,BR_APAC_0155,2026-06-09,4706816.27,4584440.47,4414562.56,JPY,APAC,2026-06-09,2026-06-10,cash_20260630
CASHPOS_0002905,ACC_APAC_001463,CUST_APAC_001463,BR_APAC_0063,2026-06-28,532156.88,566120.72,417874.63,JPY,APAC,2026-06-28,2026-06-29,cash_20260630
CASHPOS_0002906,ACC_APAC_000770,CUST_APAC_000770,BR_APAC_0170,2026-06-18,3868772.94,4194816.0,3844529.57,JPY,APAC,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0002907,ACC_APAC_000500,CUST_APAC_000500,BR_APAC_0100,2026-06-24,1266398.31,1365958.61,1330854.6,JPY,APAC,2026-06-24,2026-06-25,cash_20260630
CASHPOS_0002908,ACC_APAC_000535,CUST_APAC_000535,BR_APAC_0135,2026-06-13,3824904.98,3894298.76,3065279.16,JPY,APAC,2026-06-13,2026-06-14,cash_20260630
CASHPOS_0002909,ACC_APAC_000136,CUST_APAC_000136,BR_APAC_0136,2026-06-26,112272.32,124294.96,96941.1,JPY,APAC,2026-06-26,2026-06-27,cash_20260630
CASHPOS_0002910,ACC_APAC_000271,CUST_APAC_000271,BR_APAC_0071,2026-06-20,2532336.55,2668087.86,1956222.13,JPY,APAC,2026-06-20,2026-06-21,cash_20260630
CASHPOS_0002911,ACC_APAC_000995,CUST_APAC_000995,BR_APAC_0195,2026-06-19,4174517.92,4609977.58,3610682.65,JPY,APAC,2026-06-19,2026-06-20,cash_20260630
CASHPOS_0002912,ACC_APAC_000435,CUST_APAC_000435,BR_APAC_0035,2026-06-19,5003937.36,5038691.48,3922627.71,JPY,APAC,2026-06-19,2026-06-20,cash_20260630
CASHPOS_0002913,ACC_APAC_000474,CUST_APAC_000474,BR_APAC_0074,2026-06-14,655399.05,697082.28,654616.58,JPY,APAC,2026-06-14,2026-06-15,cash_20260630
CASHPOS_0002914,ACC_APAC_000577,CUST_APAC_000577,BR_APAC_0177,2026-06-19,2171853.18,2011979.44,1494493.14,JPY,APAC,2026-06-19,2026-06-20,cash_20260630
CASHPOS_0002915,ACC_APAC_001575,CUST_APAC_001575,BR_APAC_0175,2026-06-17,3416333.72,3019164.27,2800906.8,JPY,APAC,2026-06-17,2026-06-18,cash_20260630
CASHPOS_0002916,ACC_APAC_000226,CUST_APAC_000226,BR_APAC_0026,2026-06-17,1946321.33,2158325.2,1799949.61,JPY,APAC,2026-06-17,2026-06-18,cash_20260630
CASHPOS_0002917,ACC_APAC_000122,CUST_APAC_000122,BR_APAC_0122,2026-06-25,3375400.06,3556447.25,2914464.82,JPY,APAC,2026-06-25,2026-06-26,cash_20260630
CASHPOS_0002918,ACC_APAC_001013,CUST_APAC_001013,BR_APAC_0013,2026-06-05,5091450.4,5117115.83,4541251.54,JPY,APAC,2026-06-05,2026-06-06,cash_20260630
CASHPOS_0002919,ACC_APAC_000239,CUST_APAC_000239,BR_APAC_0039,2026-06-29,4581610.98,4240238.11,3568990.04,JPY,APAC,2026-06-29,2026-06-30,cash_20260630
CASHPOS_0002920,ACC_APAC_000535,CUST_APAC_000535,BR_APAC_0135,2026-06-29,5265944.05,4719311.15,3909556.24,JPY,APAC,2026-06-29,2026-06-30,cash_20260630
CASHPOS_0002921,ACC_APAC_000232,CUST_APAC_000232,BR_APAC_0032,2026-06-25,4281729.47,4703016.64,3988661.5,JPY,APAC,2026-06-25,2026-06-26,cash_20260630
CASHPOS_0002922,ACC_APAC_000725,CUST_APAC_000725,BR_APAC_0125,2026-06-23,4518460.64,4538454.09,4125632.26,JPY,APAC,2026-06-23,2026-06-24,cash_20260630
CASHPOS_0002923,ACC_APAC_001432,CUST_APAC_001432,BR_APAC_0032,2026-06-20,2878241.79,2677230.61,1997949.6,JPY,APAC,2026-06-20,2026-06-21,cash_20260630
CASHPOS_0002924,ACC_APAC_000102,CUST_APAC_000102,BR_APAC_0102,2026-06-02,3671218.97,4025728.01,2848592.37,JPY,APAC,2026-06-02,2026-06-03,cash_20260630
CASHPOS_0002925,ACC_APAC_001451,CUST_APAC_001451,BR_APAC_0051,2026-06-10,558630.84,599826.57,552785.94,JPY,APAC,2026-06-10,2026-06-11,cash_20260630
CASHPOS_0002926,ACC_APAC_000645,CUST_APAC_000645,BR_APAC_0045,2026-06-11,4174203.24,4609825.66,4331896.75,JPY,APAC,2026-06-11,2026-06-12,cash_20260630
CASHPOS_0002927,ACC_APAC_000661,CUST_APAC_000661,BR_APAC_0061,2026-06-16,1954817.06,1919807.95,1568174.04,JPY,APAC,2026-06-16,2026-06-17,cash_20260630
CASHPOS_0002928,ACC_APAC_000629,CUST_APAC_000629,BR_APAC_0029,2026-06-19,348077.02,384929.92,284494.49,JPY,APAC,2026-06-19,2026-06-20,cash_20260630
CASHPOS_0002929,ACC_APAC_001325,CUST_APAC_001325,BR_APAC_0125,2026-06-23,5300571.53,5015779.12,4131259.81,JPY,APAC,2026-06-23,2026-06-24,cash_20260630
CASHPOS_0002930,ACC_APAC_001517,CUST_APAC_001517,BR_APAC_0117,2026-06-05,4842567.85,5044779.46,3710400.58,JPY,APAC,2026-06-05,2026-06-06,cash_20260630
CASHPOS_0002931,ACC_APAC_001244,CUST_APAC_001244,BR_APAC_0044,2026-06-27,1605998.49,1549697.32,1167565.41,JPY,APAC,2026-06-27,2026-06-28,cash_20260630
CASHPOS_0002932,ACC_APAC_001136,CUST_APAC_001136,BR_APAC_0136,2026-06-16,1199949.83,1109242.46,906131.69,JPY,APAC,2026-06-16,2026-06-17,cash_20260630
CASHPOS_0002933,ACC_APAC_001310,CUST_APAC_001310,BR_APAC_0110,2026-06-04,1984638.66,1815892.79,1404615.71,JPY,APAC,2026-06-04,2026-06-05,cash_20260630
CASHPOS_0002934,ACC_APAC_001447,CUST_APAC_001447,BR_APAC_0047,2026-06-09,4200885.01,4664724.04,3446906.05,JPY,APAC,2026-06-09,2026-06-10,cash_20260630
CASHPOS_0002935,ACC_APAC_000327,CUST_APAC_000327,BR_APAC_0127,2026-06-27,2104305.05,2056270.78,1842013.49,JPY,APAC,2026-06-27,2026-06-28,cash_20260630
CASHPOS_0002936,ACC_APAC_001355,CUST_APAC_001355,BR_APAC_0155,2026-06-15,2063613.78,2146725.27,1754532.08,JPY,APAC,2026-06-15,2026-06-16,cash_20260630
CASHPOS_0002937,ACC_APAC_000069,CUST_APAC_000069,BR_APAC_0069,2026-06-22,4472562.14,4267370.14,3815495.92,JPY,APAC,2026-06-22,2026-06-23,cash_20260630
CASHPOS_0002938,ACC_APAC_000262,CUST_APAC_000262,BR_APAC_0062,2026-06-05,995491.59,1100678.77,929148.89,JPY,APAC,2026-06-05,2026-06-06,cash_20260630
CASHPOS_0002939,ACC_APAC_001137,CUST_APAC_001137,BR_APAC_0137,2026-06-09,1892915.59,1994939.35,1661471.24,JPY,APAC,2026-06-09,2026-06-10,cash_20260630
CASHPOS_0002940,ACC_APAC_000488,CUST_APAC_000488,BR_APAC_0088,2026-06-13,2250767.89,2005192.56,1628366.96,JPY,APAC,2026-06-13,2026-06-14,cash_20260630
CASHPOS_0002941,ACC_APAC_000871,CUST_APAC_000871,BR_APAC_0071,2026-06-08,3190222.92,3546256.01,3195258.37,JPY,APAC,2026-06-08,2026-06-09,cash_20260630
CASHPOS_0002942,ACC_APAC_000360,CUST_APAC_000360,BR_APAC_0160,2026-06-02,3510976.3,3208548.53,2585012.91,JPY,APAC,2026-06-02,2026-06-03,cash_20260630
CASHPOS_0002943,ACC_APAC_001235,CUST_APAC_001235,BR_APAC_0035,2026-06-26,2160897.54,2293445.56,1736539.02,JPY,APAC,2026-06-26,2026-06-27,cash_20260630
CASHPOS_0002944,ACC_APAC_001319,CUST_APAC_001319,BR_APAC_0119,2026-06-03,4493062.07,4539299.22,4231936.31,JPY,APAC,2026-06-03,2026-06-04,cash_20260630
CASHPOS_0002945,ACC_APAC_000148,CUST_APAC_000148,BR_APAC_0148,2026-06-28,407462.07,367124.51,298297.86,JPY,APAC,2026-06-28,2026-06-29,cash_20260630
CASHPOS_0002946,ACC_APAC_000389,CUST_APAC_000389,BR_APAC_0189,2026-06-24,358405.55,373853.36,278531.54,JPY,APAC,2026-06-24,2026-06-25,cash_20260630
CASHPOS_0002947,ACC_APAC_001559,CUST_APAC_001559,BR_APAC_0159,2026-06-20,1830600.18,1899723.52,1648699.91,JPY,APAC,2026-06-20,2026-06-21,cash_20260630
CASHPOS_0002948,ACC_APAC_001030,CUST_APAC_001030,BR_APAC_0030,2026-06-18,2753163.31,3001090.64,2691997.15,JPY,APAC,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0002949,ACC_APAC_001414,CUST_APAC_001414,BR_APAC_0014,2026-06-24,3000314.94,2706996.18,2013447.78,JPY,APAC,2026-06-24,2026-06-25,cash_20260630
CASHPOS_0002950,ACC_APAC_001331,CUST_APAC_001331,BR_APAC_0131,2026-06-13,1114429.43,1170748.04,887224.95,JPY,APAC,2026-06-13,2026-06-14,cash_20260630
CASHPOS_0002951,ACC_APAC_000306,CUST_APAC_000306,BR_APAC_0106,2026-06-23,1124422.66,1249228.68,1075958.47,JPY,APAC,2026-06-23,2026-06-24,cash_20260630
CASHPOS_0002952,ACC_APAC_000531,CUST_APAC_000531,BR_APAC_0131,2026-06-09,304926.95,317313.41,286208.49,JPY,APAC,2026-06-09,2026-06-10,cash_20260630
CASHPOS_0002953,ACC_APAC_000379,CUST_APAC_000379,BR_APAC_0179,2026-06-06,794053.52,870988.76,667332.52,JPY,APAC,2026-06-06,2026-06-07,cash_20260630
CASHPOS_0002954,ACC_APAC_000092,CUST_APAC_000092,BR_APAC_0092,2026-06-09,4086989.95,3985710.33,3135741.02,JPY,APAC,2026-06-09,2026-06-10,cash_20260630
CASHPOS_0002955,ACC_APAC_001146,CUST_APAC_001146,BR_APAC_0146,2026-06-05,2894031.89,3138733.26,2557229.27,JPY,APAC,2026-06-05,2026-06-06,cash_20260630
CASHPOS_0002956,ACC_APAC_000966,CUST_APAC_000966,BR_APAC_0166,2026-06-29,3136209.64,3068812.51,2500186.03,JPY,APAC,2026-06-29,2026-06-30,cash_20260630
CASHPOS_0002957,ACC_APAC_000904,CUST_APAC_000904,BR_APAC_0104,2026-06-07,1541176.16,1646431.7,1593281.47,JPY,APAC,2026-06-07,2026-06-08,cash_20260630
CASHPOS_0002958,ACC_APAC_000741,CUST_APAC_000741,BR_APAC_0141,2026-06-27,2421641.81,2161803.01,1559578.84,JPY,APAC,2026-06-27,2026-06-28,cash_20260630
CASHPOS_0002959,ACC_APAC_000709,CUST_APAC_000709,BR_APAC_0109,2026-06-18,615036.2,579442.9,453787.98,JPY,APAC,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0002960,ACC_APAC_001320,CUST_APAC_001320,BR_APAC_0120,2026-06-21,1656566.11,1513990.47,1454972.94,JPY,APAC,2026-06-21,2026-06-22,cash_20260630
CASHPOS_0002961,ACC_APAC_000699,CUST_APAC_000699,BR_APAC_0099,2026-06-08,2796238.52,2666065.28,2404719.89,JPY,APAC,2026-06-08,2026-06-09,cash_20260630
CASHPOS_0002962,ACC_APAC_000359,CUST_APAC_000359,BR_APAC_0159,2026-06-19,1995156.66,2018850.66,1575845.77,JPY,APAC,2026-06-19,2026-06-20,cash_20260630
CASHPOS_0002963,ACC_APAC_001017,CUST_APAC_001017,BR_APAC_0017,2026-06-15,3785233.91,3916851.3,3135646.01,JPY,APAC,2026-06-15,2026-06-16,cash_20260630
CASHPOS_0002964,ACC_APAC_000670,CUST_APAC_000670,BR_APAC_0070,2026-06-06,458472.71,509399.36,360059.52,JPY,APAC,2026-06-06,2026-06-07,cash_20260630
CASHPOS_0002965,ACC_APAC_000975,CUST_APAC_000975,BR_APAC_0175,2026-06-17,718526.25,635515.1,493705.74,JPY,APAC,2026-06-17,2026-06-18,cash_20260630
CASHPOS_0002966,ACC_APAC_000665,CUST_APAC_000665,BR_APAC_0065,2026-06-08,286030.05,302181.83,278970.86,JPY,APAC,2026-06-08,2026-06-09,cash_20260630
CASHPOS_0002967,ACC_APAC_001350,CUST_APAC_001350,BR_APAC_0150,2026-06-08,4591848.32,4301695.31,4142341.98,JPY,APAC,2026-06-08,2026-06-09,cash_20260630
CASHPOS_0002968,ACC_APAC_000903,CUST_APAC_000903,BR_APAC_0103,2026-06-19,250217.75,253797.26,233180.88,JPY,APAC,2026-06-19,2026-06-20,cash_20260630
CASHPOS_0002969,ACC_APAC_000809,CUST_APAC_000809,BR_APAC_0009,2026-06-26,5142398.69,5213471.5,5042195.69,JPY,APAC,2026-06-26,2026-06-27,cash_20260630
CASHPOS_0002970,ACC_APAC_000567,CUST_APAC_000567,BR_APAC_0167,2026-06-04,1564074.6,1469718.93,1038847.56,JPY,APAC,2026-06-04,2026-06-05,cash_20260630
CASHPOS_0002971,ACC_APAC_001163,CUST_APAC_001163,BR_APAC_0163,2026-06-05,4649555.58,5035052.92,3988117.74,JPY,APAC,2026-06-05,2026-06-06,cash_20260630
CASHPOS_0002972,ACC_APAC_001143,CUST_APAC_001143,BR_APAC_0143,2026-06-04,5455766.93,5929908.04,4930904.06,JPY,APAC,2026-06-04,2026-06-05,cash_20260630
CASHPOS_0002973,ACC_APAC_000631,CUST_APAC_000631,BR_APAC_0031,2026-06-21,3140474.76,3336829.84,3123310.08,JPY,APAC,2026-06-21,2026-06-22,cash_20260630
CASHPOS_0002974,ACC_APAC_001258,CUST_APAC_001258,BR_APAC_0058,2026-06-22,3079894.98,3283069.6,2935627.22,JPY,APAC,2026-06-22,2026-06-23,cash_20260630
CASHPOS_0002975,ACC_APAC_001086,CUST_APAC_001086,BR_APAC_0086,2026-06-18,3269279.82,3058348.47,2542090.45,JPY,APAC,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0002976,ACC_APAC_000460,CUST_APAC_000460,BR_APAC_0060,2026-06-16,4761455.77,4672596.65,3865344.09,JPY,APAC,2026-06-16,2026-06-17,cash_20260630
CASHPOS_0002977,ACC_APAC_000521,CUST_APAC_000521,BR_APAC_0121,2026-06-01,1203088.11,1168877.26,1063307.64,JPY,APAC,2026-06-01,2026-06-02,cash_20260630
CASHPOS_0002978,ACC_APAC_000235,CUST_APAC_000235,BR_APAC_0035,2026-06-13,3475515.87,3267125.64,3093670.13,JPY,APAC,2026-06-13,2026-06-14,cash_20260630
CASHPOS_0002979,ACC_APAC_001092,CUST_APAC_001092,BR_APAC_0092,2026-06-30,3354632.25,3633771.11,2952933.95,JPY,APAC,2026-06-30,2026-07-01,cash_20260630
CASHPOS_0002980,ACC_APAC_000970,CUST_APAC_000970,BR_APAC_0170,2026-06-27,329521.07,347969.78,325393.58,JPY,APAC,2026-06-27,2026-06-28,cash_20260630
CASHPOS_0002981,ACC_APAC_001058,CUST_APAC_001058,BR_APAC_0058,2026-06-06,1546552.93,1365674.1,1206525.71,JPY,APAC,2026-06-06,2026-06-07,cash_20260630
CASHPOS_0002982,ACC_APAC_000872,CUST_APAC_000872,BR_APAC_0072,2026-06-29,1393421.78,1262479.83,1175265.62,JPY,APAC,2026-06-29,2026-06-30,cash_20260630
CASHPOS_0002983,ACC_APAC_001599,CUST_APAC_001599,BR_APAC_0199,2026-06-19,126615.85,122749.8,99031.27,JPY,APAC,2026-06-19,2026-06-20,cash_20260630
CASHPOS_0002984,ACC_APAC_000138,CUST_APAC_000138,BR_APAC_0138,2026-06-07,412697.52,396689.35,334581.79,JPY,APAC,2026-06-07,2026-06-08,cash_20260630
CASHPOS_0002985,ACC_APAC_000468,CUST_APAC_000468,BR_APAC_0068,2026-06-06,1478296.37,1449017.7,1414311.49,JPY,APAC,2026-06-06,2026-06-07,cash_20260630
CASHPOS_0002986,ACC_APAC_000731,CUST_APAC_000731,BR_APAC_0131,2026-06-17,2142275.47,2252956.6,2185657.32,JPY,APAC,2026-06-17,2026-06-18,cash_20260630
CASHPOS_0002987,ACC_APAC_000828,CUST_APAC_000828,BR_APAC_0028,2026-06-28,4625932.88,4198863.79,3521304.86,JPY,APAC,2026-06-28,2026-06-29,cash_20260630
CASHPOS_0002988,ACC_APAC_000633,CUST_APAC_000633,BR_APAC_0033,2026-06-17,153264.38,154944.31,139596.47,JPY,APAC,2026-06-17,2026-06-18,cash_20260630
CASHPOS_0002989,ACC_APAC_001055,CUST_APAC_001055,BR_APAC_0055,2026-06-30,67780.41,60123.16,46670.9,JPY,APAC,2026-06-30,2026-07-01,cash_20260630
CASHPOS_0002990,ACC_APAC_000692,CUST_APAC_000692,BR_APAC_0092,2026-06-02,4459655.21,4916264.33,4649268.8,JPY,APAC,2026-06-02,2026-06-03,cash_20260630
CASHPOS_0002991,ACC_APAC_000726,CUST_APAC_000726,BR_APAC_0126,2026-06-23,4356147.36,4120138.88,3617627.23,JPY,APAC,2026-06-23,2026-06-24,cash_20260630
CASHPOS_0002992,ACC_APAC_001600,CUST_APAC_001600,BR_APAC_0200,2026-06-19,1069182.01,1124072.65,935763.47,JPY,APAC,2026-06-19,2026-06-20,cash_20260630
CASHPOS_0002993,ACC_APAC_000890,CUST_APAC_000890,BR_APAC_0090,2026-06-18,3685506.98,3983700.82,3082296.88,JPY,APAC,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0002994,ACC_APAC_001180,CUST_APAC_001180,BR_APAC_0180,2026-06-30,1366669.2,1363800.55,1252923.1,JPY,APAC,2026-06-30,2026-07-01,cash_20260630
CASHPOS_0002995,ACC_APAC_001356,CUST_APAC_001356,BR_APAC_0156,2026-06-07,1793163.95,1977324.35,1567892.17,JPY,APAC,2026-06-07,2026-06-08,cash_20260630
CASHPOS_0002996,ACC_APAC_000243,CUST_APAC_000243,BR_APAC_0043,2026-06-06,2086600.41,2045183.76,1790670.91,JPY,APAC,2026-06-06,2026-06-07,cash_20260630
CASHPOS_0002997,ACC_APAC_001426,CUST_APAC_001426,BR_APAC_0026,2026-06-05,474852.81,505547.43,450490.59,JPY,APAC,2026-06-05,2026-06-06,cash_20260630
CASHPOS_0002998,ACC_APAC_000145,CUST_APAC_000145,BR_APAC_0145,2026-06-04,4221566.81,4672107.97,4214683.74,JPY,APAC,2026-06-04,2026-06-05,cash_20260630
CASHPOS_0002999,ACC_APAC_000036,CUST_APAC_000036,BR_APAC_0036,2026-06-02,548525.57,533233.47,479572.34,JPY,APAC,2026-06-02,2026-06-03,cash_20260630
CASHPOS_0003000,ACC_APAC_001268,CUST_APAC_001268,BR_APAC_0068,2026-06-27,2284243.08,2477606.78,2389475.59,JPY,APAC,2026-06-27,2026-06-28,cash_20260630
CASHPOS_0003001,ACC_APAC_000946,CUST_APAC_000946,BR_APAC_0146,2026-06-04,652936.78,617909.12,506137.67,JPY,APAC,2026-06-04,2026-06-05,cash_20260630
CASHPOS_0003002,ACC_APAC_000702,CUST_APAC_000702,BR_APAC_0102,2026-06-01,5196229.71,4991486.76,3943773.03,JPY,APAC,2026-06-01,2026-06-02,cash_20260630
CASHPOS_0003003,ACC_APAC_001207,CUST_APAC_001207,BR_APAC_0007,2026-06-06,3256869.2,2930413.22,2482034.34,JPY,APAC,2026-06-06,2026-06-07,cash_20260630
CASHPOS_0003004,ACC_APAC_000183,CUST_APAC_000183,BR_APAC_0183,2026-06-08,5350573.87,5572390.0,4907493.78,JPY,APAC,2026-06-08,2026-06-09,cash_20260630
CASHPOS_0003005,ACC_APAC_000264,CUST_APAC_000264,BR_APAC_0064,2026-06-06,2731052.98,2735236.77,2096421.72,JPY,APAC,2026-06-06,2026-06-07,cash_20260630
CASHPOS_0003006,ACC_APAC_000586,CUST_APAC_000586,BR_APAC_0186,2026-06-29,4116021.86,4065553.0,3438871.75,JPY,APAC,2026-06-29,2026-06-30,cash_20260630
CASHPOS_0003007,ACC_APAC_000834,CUST_APAC_000834,BR_APAC_0034,2026-06-01,1056479.36,939170.43,789980.3,JPY,APAC,2026-06-01,2026-06-02,cash_20260630
CASHPOS_0003008,ACC_APAC_001026,CUST_APAC_001026,BR_APAC_0026,2026-06-01,2571248.61,2828911.6,2049427.04,JPY,APAC,2026-06-01,2026-06-02,cash_20260630
CASHPOS_0003009,ACC_APAC_000154,CUST_APAC_000154,BR_APAC_0154,2026-06-03,4079680.87,4240164.3,3943753.61,JPY,APAC,2026-06-03,2026-06-04,cash_20260630
CASHPOS_0003010,ACC_APAC_001154,CUST_APAC_001154,BR_APAC_0154,2026-06-23,1100331.17,1197700.63,942325.16,JPY,APAC,2026-06-23,2026-06-24,cash_20260630
CASHPOS_0003011,ACC_APAC_000615,CUST_APAC_000615,BR_APAC_0015,2026-06-17,3154237.52,3339341.63,2382304.47,JPY,APAC,2026-06-17,2026-06-18,cash_20260630
CASHPOS_0003012,ACC_APAC_001224,CUST_APAC_001224,BR_APAC_0024,2026-06-13,821016.61,823093.36,771109.58,JPY,APAC,2026-06-13,2026-06-14,cash_20260630
CASHPOS_0003013,ACC_APAC_000628,CUST_APAC_000628,BR_APAC_0028,2026-06-15,144448.73,160385.11,131400.58,JPY,APAC,2026-06-15,2026-06-16,cash_20260630
CASHPOS_0003014,ACC_APAC_001319,CUST_APAC_001319,BR_APAC_0119,2026-06-14,1445095.21,1406278.24,1088810.24,JPY,APAC,2026-06-14,2026-06-15,cash_20260630
CASHPOS_0003015,ACC_APAC_001302,CUST_APAC_001302,BR_APAC_0102,2026-06-13,1730529.87,1851568.62,1583863.59,JPY,APAC,2026-06-13,2026-06-14,cash_20260630
CASHPOS_0003016,ACC_APAC_000925,CUST_APAC_000925,BR_APAC_0125,2026-06-04,1441405.44,1443053.79,1060451.91,JPY,APAC,2026-06-04,2026-06-05,cash_20260630
CASHPOS_0003017,ACC_APAC_001425,CUST_APAC_001425,BR_APAC_0025,2026-06-02,3175061.32,3303372.29,3062191.08,JPY,APAC,2026-06-02,2026-06-03,cash_20260630
CASHPOS_0003018,ACC_APAC_000692,CUST_APAC_000692,BR_APAC_0092,2026-06-30,5177869.45,5025878.78,4595505.68,JPY,APAC,2026-06-30,2026-07-01,cash_20260630
CASHPOS_0003019,ACC_APAC_000396,CUST_APAC_000396,BR_APAC_0196,2026-06-01,1335418.93,1302827.88,1209001.15,JPY,APAC,2026-06-01,2026-06-02,cash_20260630
CASHPOS_0003020,ACC_APAC_001280,CUST_APAC_001280,BR_APAC_0080,2026-06-17,5105144.9,5202767.02,4489843.68,JPY,APAC,2026-06-17,2026-06-18,cash_20260630
CASHPOS_0003021,ACC_APAC_001255,CUST_APAC_001255,BR_APAC_0055,2026-06-27,4565100.95,4539461.2,3330040.91,JPY,APAC,2026-06-27,2026-06-28,cash_20260630
CASHPOS_0003022,ACC_APAC_000698,CUST_APAC_000698,BR_APAC_0098,2026-06-21,2353473.27,2281930.36,1947518.56,JPY,APAC,2026-06-21,2026-06-22,cash_20260630
CASHPOS_0003023,ACC_APAC_001507,CUST_APAC_001507,BR_APAC_0107,2026-06-20,5222357.6,4847170.35,4028971.55,JPY,APAC,2026-06-20,2026-06-21,cash_20260630
CASHPOS_0003024,ACC_APAC_000008,CUST_APAC_000008,BR_APAC_0008,2026-06-22,5558671.64,5898006.01,5599409.53,JPY,APAC,2026-06-22,2026-06-23,cash_20260630
CASHPOS_0003025,ACC_APAC_000919,CUST_APAC_000919,BR_APAC_0119,2026-06-28,3456597.14,3809543.96,2707330.26,JPY,APAC,2026-06-28,2026-06-29,cash_20260630
CASHPOS_0003026,ACC_APAC_001600,CUST_APAC_001600,BR_APAC_0200,2026-06-18,1528914.82,1575806.72,1306789.57,JPY,APAC,2026-06-18,2026-06-19,cash_20260630
CASHPOS_0003027,ACC_APAC_000843,CUST_APAC_000843,BR_APAC_0043,2026-06-30,3329967.19,3142572.91,2238379.7,JPY,APAC,2026-06-30,2026-07-01,cash_20260630
