loan_id,customer_id,account_id,branch_id,loan_start_date,loan_amount,outstanding_balance,interest_rate,currency_code,region_code,start_date,end_date,baseline,loan_type
LOAN_APAC_000803,CUST_APAC_000803,ACC_APAC_000803,BR_APAC_0003,2026-05-08,121596.98,25331.01,6.7,JPY,APAC,2026-05-08,2028-02-29,loan_20260629,Retail
LOAN_APAC_000555,CUST_APAC_000555,ACC_APAC_000555,BR_APAC_0155,2025-07-22,1350149.85,1038557.86,4.52,JPY,APAC,2025-07-22,2027-03-03,loan_20260629,SME
LOAN_APAC_000336,CUST_APAC_000336,ACC_APAC_000336,BR_APAC_0136,2026-02-09,426760.65,211229.58,9.21,JPY,APAC,2026-02-09,2027-12-16,loan_20260629,SME
LOAN_APAC_001163,CUST_APAC_001163,ACC_APAC_001163,BR_APAC_0163,2025-07-20,1667457.31,1324088.5,11.64,JPY,APAC,2025-07-20,2027-05-15,loan_20260629,SME
LOAN_APAC_000561,CUST_APAC_000561,ACC_APAC_000561,BR_APAC_0161,2025-09-10,6537720.14,5263413.68,10.77,JPY,APAC,2025-09-10,2026-08-14,loan_20260629,Corporate
LOAN_APAC_001454,CUST_APAC_001454,ACC_APAC_001454,BR_APAC_0054,2025-03-15,1395796.56,231355.3,12.28,JPY,APAC,2025-03-15,2026-03-12,loan_20260629,SME
LOAN_APAC_000669,CUST_APAC_000669,ACC_APAC_000669,BR_APAC_0069,2026-03-17,6831440.42,1225799.37,8.53,JPY,APAC,2026-03-17,2027-05-12,loan_20260629,Corporate
LOAN_APAC_001439,CUST_APAC_001439,ACC_APAC_001439,BR_APAC_0039,2025-04-02,8857278.79,3951503.85,14.09,JPY,APAC,2025-04-02,2025-10-24,loan_20260629,Corporate
LOAN_APAC_001601,CUST_APAC_000001,ACC_APAC_000001,BR_APAC_0001,2026-02-28,1940811.39,1604334.42,7.89,JPY,APAC,2026-02-28,2027-08-05,loan_20260629,Corporate
LOAN_APAC_000923,CUST_APAC_000923,ACC_APAC_000923,BR_APAC_0123,2026-01-10,1097729.01,746942.12,12.89,JPY,APAC,2026-01-10,2027-04-01,loan_20260629,SME
LOAN_APAC_001071,CUST_APAC_001071,ACC_APAC_001071,BR_APAC_0071,2025-07-15,1660180.42,1324157.81,13.43,JPY,APAC,2025-07-15,2026-09-06,loan_20260629,SME
LOAN_APAC_000532,CUST_APAC_000532,ACC_APAC_000532,BR_APAC_0132,2025-12-19,290492.35,157971.23,14.78,JPY,APAC,2025-12-19,2027-11-17,loan_20260629,SME
LOAN_APAC_000861,CUST_APAC_000861,ACC_APAC_000861,BR_APAC_0061,2025-01-25,452793.28,360492.5,12.52,JPY,APAC,2025-01-25,2026-03-03,loan_20260629,Retail
LOAN_APAC_000190,CUST_APAC_000190,ACC_APAC_000190,BR_APAC_0190,2025-06-23,1175111.67,853761.24,9.06,JPY,APAC,2025-06-23,2026-09-14,loan_20260629,SME
LOAN_APAC_001719,CUST_APAC_000119,ACC_APAC_000119,BR_APAC_0119,2026-03-29,6685744.52,5127982.69,13.51,JPY,APAC,2026-03-29,2026-11-23,loan_20260629,Corporate
LOAN_APAC_000437,CUST_APAC_000437,ACC_APAC_000437,BR_APAC_0037,2026-03-28,69035.28,54592.32,7.11,JPY,APAC,2026-03-28,2026-08-10,loan_20260629,Retail
LOAN_APAC_000241,CUST_APAC_000241,ACC_APAC_000241,BR_APAC_0041,2025-08-28,944374.48,158306.78,4.48,JPY,APAC,2025-08-28,2026-06-18,loan_20260629,SME
LOAN_APAC_001376,CUST_APAC_001376,ACC_APAC_001376,BR_APAC_0176,2026-01-18,5951570.21,3386886.62,15.33,JPY,APAC,2026-01-18,2026-09-24,loan_20260629,Corporate
LOAN_APAC_001635,CUST_APAC_000035,ACC_APAC_000035,BR_APAC_0035,2025-03-29,152799.93,115423.73,13.3,JPY,APAC,2025-03-29,2025-10-20,loan_20260629,Retail
LOAN_APAC_001513,CUST_APAC_001513,ACC_APAC_001513,BR_APAC_0113,2025-02-25,1761075.28,1586030.85,4.15,JPY,APAC,2025-02-25,2026-01-29,loan_20260629,SME
LOAN_APAC_001443,CUST_APAC_001443,ACC_APAC_001443,BR_APAC_0043,2025-06-01,385570.85,161235.45,5.15,JPY,APAC,2025-06-01,2026-06-20,loan_20260629,Retail
LOAN_APAC_001368,CUST_APAC_001368,ACC_APAC_001368,BR_APAC_0168,2025-01-15,4683951.43,2547735.28,6.24,JPY,APAC,2025-01-15,2026-04-01,loan_20260629,Corporate
LOAN_APAC_000883,CUST_APAC_000883,ACC_APAC_000883,BR_APAC_0083,2025-04-24,1117498.52,352390.14,8.08,JPY,APAC,2025-04-24,2026-05-31,loan_20260629,SME
LOAN_APAC_000003,CUST_APAC_000003,ACC_APAC_000003,BR_APAC_0003,2026-04-06,1719044.33,1523590.85,7.45,JPY,APAC,2026-04-06,2027-10-30,loan_20260629,SME
LOAN_APAC_000004,CUST_APAC_000004,ACC_APAC_000004,BR_APAC_0004,2025-01-24,1478585.72,1178519.29,10.85,JPY,APAC,2025-01-24,2026-03-29,loan_20260629,SME
LOAN_APAC_001280,CUST_APAC_001280,ACC_APAC_001280,BR_APAC_0080,2025-08-03,361333.98,85013.92,5.4,JPY,APAC,2025-08-03,2027-05-05,loan_20260629,Retail
LOAN_APAC_001582,CUST_APAC_001582,ACC_APAC_001582,BR_APAC_0182,2025-08-05,1813468.04,623890.27,11.75,JPY,APAC,2025-08-05,2026-05-30,loan_20260629,SME
LOAN_APAC_000777,CUST_APAC_000777,ACC_APAC_000777,BR_APAC_0177,2025-09-22,418072.61,261217.42,6.49,JPY,APAC,2025-09-22,2027-07-05,loan_20260629,Retail
LOAN_APAC_000480,CUST_APAC_000480,ACC_APAC_000480,BR_APAC_0080,2026-05-10,225047.02,55729.48,4.94,JPY,APAC,2026-05-10,2026-12-30,loan_20260629,Retail
LOAN_APAC_001419,CUST_APAC_001419,ACC_APAC_001419,BR_APAC_0019,2025-01-19,885535.75,647309.48,5.32,JPY,APAC,2025-01-19,2026-05-09,loan_20260629,SME
LOAN_APAC_000445,CUST_APAC_000445,ACC_APAC_000445,BR_APAC_0045,2025-02-14,943723.94,185346.37,10.54,JPY,APAC,2025-02-14,2026-01-31,loan_20260629,SME
LOAN_APAC_000710,CUST_APAC_000710,ACC_APAC_000710,BR_APAC_0110,2025-06-24,388675.98,254802.75,10.68,JPY,APAC,2025-06-24,2025-11-22,loan_20260629,Retail
LOAN_APAC_000270,CUST_APAC_000270,ACC_APAC_000270,BR_APAC_0070,2025-10-18,165007.24,89813.56,11.6,JPY,APAC,2025-10-18,2026-08-09,loan_20260629,Retail
LOAN_APAC_000209,CUST_APAC_000209,ACC_APAC_000209,BR_APAC_0009,2025-10-05,49670.64,21150.16,9.79,JPY,APAC,2025-10-05,2026-02-26,loan_20260629,Retail
LOAN_APAC_000935,CUST_APAC_000935,ACC_APAC_000935,BR_APAC_0135,2026-04-22,249756.52,105094.72,9.46,JPY,APAC,2026-04-22,2026-07-29,loan_20260629,Retail
LOAN_APAC_000974,CUST_APAC_000974,ACC_APAC_000974,BR_APAC_0174,2025-03-10,306185.69,56435.41,6.05,JPY,APAC,2025-03-10,2026-07-10,loan_20260629,Retail
LOAN_APAC_000281,CUST_APAC_000281,ACC_APAC_000281,BR_APAC_0081,2025-10-05,803637.71,372329.82,13.65,JPY,APAC,2025-10-05,2027-01-06,loan_20260629,SME
LOAN_APAC_000569,CUST_APAC_000569,ACC_APAC_000569,BR_APAC_0169,2025-04-21,2978977.53,2440118.77,9.51,JPY,APAC,2025-04-21,2025-08-08,loan_20260629,Corporate
LOAN_APAC_000347,CUST_APAC_000347,ACC_APAC_000347,BR_APAC_0147,2025-10-27,453978.81,367650.85,15.93,JPY,APAC,2025-10-27,2027-02-24,loan_20260629,Retail
LOAN_APAC_000095,CUST_APAC_000095,ACC_APAC_000095,BR_APAC_0095,2025-08-25,105550.87,58338.22,11.66,JPY,APAC,2025-08-25,2026-12-17,loan_20260629,Retail
LOAN_APAC_000487,CUST_APAC_000487,ACC_APAC_000487,BR_APAC_0087,2026-06-05,402218.3,231521.19,8.93,JPY,APAC,2026-06-05,2026-12-13,loan_20260629,Retail
LOAN_APAC_001458,CUST_APAC_001458,ACC_APAC_001458,BR_APAC_0058,2025-11-20,1252275.48,230702.48,16.0,JPY,APAC,2025-11-20,2027-06-29,loan_20260629,SME
LOAN_APAC_000905,CUST_APAC_000905,ACC_APAC_000905,BR_APAC_0105,2025-04-01,71478.66,59460.13,15.92,JPY,APAC,2025-04-01,2026-01-06,loan_20260629,Retail
LOAN_APAC_001746,CUST_APAC_000146,ACC_APAC_000146,BR_APAC_0146,2025-07-23,7973587.02,5188796.53,15.07,JPY,APAC,2025-07-23,2027-03-17,loan_20260629,Corporate
LOAN_APAC_000714,CUST_APAC_000714,ACC_APAC_000714,BR_APAC_0114,2026-04-14,363423.68,249515.14,4.6,JPY,APAC,2026-04-14,2028-02-07,loan_20260629,Retail
LOAN_APAC_000449,CUST_APAC_000449,ACC_APAC_000449,BR_APAC_0049,2025-01-23,1059247.16,744891.61,4.93,JPY,APAC,2025-01-23,2025-06-02,loan_20260629,SME
LOAN_APAC_001383,CUST_APAC_001383,ACC_APAC_001383,BR_APAC_0183,2025-09-11,2074260.5,1005874.65,14.58,JPY,APAC,2025-09-11,2027-06-05,loan_20260629,Corporate
LOAN_APAC_001751,CUST_APAC_000151,ACC_APAC_000151,BR_APAC_0151,2025-11-09,841141.37,158607.13,12.07,JPY,APAC,2025-11-09,2027-01-14,loan_20260629,SME
LOAN_APAC_001650,CUST_APAC_000050,ACC_APAC_000050,BR_APAC_0050,2026-05-17,42591812.85,30829524.16,4.18,JPY,APAC,2026-05-17,2027-09-21,loan_20260629,Mega Corporate
LOAN_APAC_000911,CUST_APAC_000911,ACC_APAC_000911,BR_APAC_0111,2025-06-10,123355.49,53581.84,6.83,JPY,APAC,2025-06-10,2025-09-26,loan_20260629,Retail
LOAN_APAC_001262,CUST_APAC_001262,ACC_APAC_001262,BR_APAC_0062,2025-12-22,301326.19,122025.69,12.13,JPY,APAC,2025-12-22,2027-03-17,loan_20260629,Retail
LOAN_APAC_000864,CUST_APAC_000864,ACC_APAC_000864,BR_APAC_0064,2025-12-30,6206597.15,4663173.72,13.02,JPY,APAC,2025-12-30,2027-02-02,loan_20260629,Corporate
LOAN_APAC_001007,CUST_APAC_001007,ACC_APAC_001007,BR_APAC_0007,2025-08-30,52192.61,10127.37,7.38,JPY,APAC,2025-08-30,2027-04-25,loan_20260629,Retail
LOAN_APAC_000976,CUST_APAC_000976,ACC_APAC_000976,BR_APAC_0176,2025-10-10,1689759.85,1549575.02,4.31,JPY,APAC,2025-10-10,2026-03-12,loan_20260629,SME
LOAN_APAC_000817,CUST_APAC_000817,ACC_APAC_000817,BR_APAC_0017,2025-09-21,19821292.52,16339979.46,4.67,JPY,APAC,2025-09-21,2027-01-20,loan_20260629,Mega Corporate
LOAN_APAC_001491,CUST_APAC_001491,ACC_APAC_001491,BR_APAC_0091,2025-01-31,202639.15,169637.4,6.65,JPY,APAC,2025-01-31,2026-11-20,loan_20260629,Retail
LOAN_APAC_000853,CUST_APAC_000853,ACC_APAC_000853,BR_APAC_0053,2025-10-14,422658.99,380676.17,4.15,JPY,APAC,2025-10-14,2026-08-30,loan_20260629,Retail
LOAN_APAC_000183,CUST_APAC_000183,ACC_APAC_000183,BR_APAC_0183,2025-06-05,727824.46,327348.87,9.63,JPY,APAC,2025-06-05,2026-08-18,loan_20260629,SME
LOAN_APAC_001276,CUST_APAC_001276,ACC_APAC_001276,BR_APAC_0076,2026-02-07,1059107.79,652293.23,9.59,JPY,APAC,2026-02-07,2026-09-25,loan_20260629,SME
LOAN_APAC_001190,CUST_APAC_001190,ACC_APAC_001190,BR_APAC_0190,2025-03-31,1386948.68,696646.79,5.71,JPY,APAC,2025-03-31,2026-07-25,loan_20260629,SME
LOAN_APAC_001232,CUST_APAC_001232,ACC_APAC_001232,BR_APAC_0032,2025-08-21,1474460.31,973862.78,11.06,JPY,APAC,2025-08-21,2027-01-20,loan_20260629,SME
LOAN_APAC_000061,CUST_APAC_000061,ACC_APAC_000061,BR_APAC_0061,2025-09-04,313086.73,130834.24,15.03,JPY,APAC,2025-09-04,2027-07-12,loan_20260629,Retail
LOAN_APAC_001519,CUST_APAC_001519,ACC_APAC_001519,BR_APAC_0119,2025-06-06,677869.28,358146.49,14.16,JPY,APAC,2025-06-06,2026-11-14,loan_20260629,SME
LOAN_APAC_000644,CUST_APAC_000644,ACC_APAC_000644,BR_APAC_0044,2025-11-16,263532.4,182821.91,13.05,JPY,APAC,2025-11-16,2027-10-26,loan_20260629,Retail
LOAN_APAC_001279,CUST_APAC_001279,ACC_APAC_001279,BR_APAC_0079,2025-12-04,279973.05,246309.07,15.62,JPY,APAC,2025-12-04,2027-06-06,loan_20260629,Retail
LOAN_APAC_000700,CUST_APAC_000700,ACC_APAC_000700,BR_APAC_0100,2025-05-15,1813693.89,1100165.31,9.31,JPY,APAC,2025-05-15,2026-03-12,loan_20260629,SME
LOAN_APAC_000549,CUST_APAC_000549,ACC_APAC_000549,BR_APAC_0149,2025-05-22,416296.95,196231.03,9.5,JPY,APAC,2025-05-22,2027-04-06,loan_20260629,SME
LOAN_APAC_001173,CUST_APAC_001173,ACC_APAC_001173,BR_APAC_0173,2025-07-27,7201610.35,4545233.49,8.17,JPY,APAC,2025-07-27,2026-03-15,loan_20260629,Corporate
LOAN_APAC_000607,CUST_APAC_000607,ACC_APAC_000607,BR_APAC_0007,2025-11-13,189974.72,131812.68,7.16,JPY,APAC,2025-11-13,2027-08-01,loan_20260629,Retail
LOAN_APAC_001399,CUST_APAC_001399,ACC_APAC_001399,BR_APAC_0199,2025-05-19,852700.08,650159.98,14.61,JPY,APAC,2025-05-19,2026-10-31,loan_20260629,SME
LOAN_APAC_001606,CUST_APAC_000006,ACC_APAC_000006,BR_APAC_0006,2025-05-29,779979.64,387292.37,5.72,JPY,APAC,2025-05-29,2027-03-28,loan_20260629,SME
LOAN_APAC_001187,CUST_APAC_001187,ACC_APAC_001187,BR_APAC_0187,2025-06-11,114017.12,29013.83,6.15,JPY,APAC,2025-06-11,2026-07-31,loan_20260629,Retail
LOAN_APAC_000320,CUST_APAC_000320,ACC_APAC_000320,BR_APAC_0120,2025-03-11,92304.22,61124.65,15.88,JPY,APAC,2025-03-11,2026-12-31,loan_20260629,Retail
LOAN_APAC_000370,CUST_APAC_000370,ACC_APAC_000370,BR_APAC_0170,2025-05-02,1297590.55,633804.27,14.31,JPY,APAC,2025-05-02,2026-02-04,loan_20260629,Corporate
LOAN_APAC_000943,CUST_APAC_000943,ACC_APAC_000943,BR_APAC_0143,2025-11-22,396925.09,247744.97,15.18,JPY,APAC,2025-11-22,2026-07-19,loan_20260629,Retail
LOAN_APAC_000284,CUST_APAC_000284,ACC_APAC_000284,BR_APAC_0084,2025-01-31,6525844.19,4413155.17,6.56,JPY,APAC,2025-01-31,2026-03-23,loan_20260629,Corporate
LOAN_APAC_000908,CUST_APAC_000908,ACC_APAC_000908,BR_APAC_0108,2026-02-28,217972.88,65231.44,5.23,JPY,APAC,2026-02-28,2027-07-24,loan_20260629,Retail
LOAN_APAC_000433,CUST_APAC_000433,ACC_APAC_000433,BR_APAC_0033,2025-11-07,402242.84,65854.6,7.51,JPY,APAC,2025-11-07,2027-05-04,loan_20260629,Retail
LOAN_APAC_000058,CUST_APAC_000058,ACC_APAC_000058,BR_APAC_0058,2025-10-08,1052017.3,310620.74,15.57,JPY,APAC,2025-10-08,2026-06-10,loan_20260629,SME
LOAN_APAC_000965,CUST_APAC_000965,ACC_APAC_000965,BR_APAC_0165,2025-07-12,1070597.98,168146.05,9.83,JPY,APAC,2025-07-12,2026-01-27,loan_20260629,SME
LOAN_APAC_000860,CUST_APAC_000860,ACC_APAC_000860,BR_APAC_0060,2025-05-15,2738656.82,1180268.12,4.25,JPY,APAC,2025-05-15,2026-02-18,loan_20260629,Corporate
LOAN_APAC_001040,CUST_APAC_001040,ACC_APAC_001040,BR_APAC_0040,2025-01-27,9935425.44,8629681.02,5.53,JPY,APAC,2025-01-27,2027-01-13,loan_20260629,Mega Corporate
LOAN_APAC_000377,CUST_APAC_000377,ACC_APAC_000377,BR_APAC_0177,2025-10-01,1323698.02,347686.94,9.33,JPY,APAC,2025-10-01,2027-09-11,loan_20260629,SME
LOAN_APAC_000439,CUST_APAC_000439,ACC_APAC_000439,BR_APAC_0039,2025-08-25,69433.42,56696.2,4.54,JPY,APAC,2025-08-25,2027-07-26,loan_20260629,Retail
LOAN_APAC_001117,CUST_APAC_001117,ACC_APAC_001117,BR_APAC_0117,2025-08-26,735664.58,223423.88,12.01,JPY,APAC,2025-08-26,2026-07-18,loan_20260629,SME
LOAN_APAC_001583,CUST_APAC_001583,ACC_APAC_001583,BR_APAC_0183,2025-01-27,737562.57,413306.9,6.95,JPY,APAC,2025-01-27,2026-04-29,loan_20260629,SME
LOAN_APAC_000345,CUST_APAC_000345,ACC_APAC_000345,BR_APAC_0145,2025-03-23,3518419.5,1217803.88,13.02,JPY,APAC,2025-03-23,2026-10-22,loan_20260629,Corporate
LOAN_APAC_001278,CUST_APAC_001278,ACC_APAC_001278,BR_APAC_0078,2025-05-18,156956.86,70680.21,14.59,JPY,APAC,2025-05-18,2027-01-12,loan_20260629,Retail
LOAN_APAC_000543,CUST_APAC_000543,ACC_APAC_000543,BR_APAC_0143,2026-04-26,35044708.64,19065212.51,7.66,JPY,APAC,2026-04-26,2027-08-11,loan_20260629,Mega Corporate
LOAN_APAC_000845,CUST_APAC_000845,ACC_APAC_000845,BR_APAC_0045,2025-07-08,711109.59,647501.16,5.38,JPY,APAC,2025-07-08,2026-11-06,loan_20260629,SME
LOAN_APAC_000913,CUST_APAC_000913,ACC_APAC_000913,BR_APAC_0113,2026-05-19,418222.83,304680.83,4.35,JPY,APAC,2026-05-19,2027-12-15,loan_20260629,Retail
LOAN_APAC_001743,CUST_APAC_000143,ACC_APAC_000143,BR_APAC_0143,2025-05-21,259836.16,139636.59,9.32,JPY,APAC,2025-05-21,2026-02-02,loan_20260629,Retail
LOAN_APAC_000116,CUST_APAC_000116,ACC_APAC_000116,BR_APAC_0116,2025-07-17,454468.43,167057.99,9.88,JPY,APAC,2025-07-17,2026-06-03,loan_20260629,Retail
LOAN_APAC_000322,CUST_APAC_000322,ACC_APAC_000322,BR_APAC_0122,2025-02-03,504101.58,157327.61,15.02,JPY,APAC,2025-02-03,2026-06-26,loan_20260629,SME
LOAN_APAC_000916,CUST_APAC_000916,ACC_APAC_000916,BR_APAC_0116,2025-01-16,2568086.85,2184235.16,6.51,JPY,APAC,2025-01-16,2026-01-17,loan_20260629,Corporate
LOAN_APAC_000785,CUST_APAC_000785,ACC_APAC_000785,BR_APAC_0185,2026-02-27,360861.64,308282.55,4.62,JPY,APAC,2026-02-27,2027-01-10,loan_20260629,SME
LOAN_APAC_000773,CUST_APAC_000773,ACC_APAC_000773,BR_APAC_0173,2025-07-27,1485335.56,361631.36,8.85,JPY,APAC,2025-07-27,2026-05-22,loan_20260629,SME
LOAN_APAC_000104,CUST_APAC_000104,ACC_APAC_000104,BR_APAC_0104,2025-03-09,328659.57,130135.94,10.71,JPY,APAC,2025-03-09,2025-12-05,loan_20260629,Retail
LOAN_APAC_000782,CUST_APAC_000782,ACC_APAC_000782,BR_APAC_0182,2026-03-26,3452505.13,652185.05,12.11,JPY,APAC,2026-03-26,2027-11-07,loan_20260629,Corporate
LOAN_APAC_001749,CUST_APAC_000149,ACC_APAC_000149,BR_APAC_0149,2025-11-29,8851151.68,2445048.35,8.71,JPY,APAC,2025-11-29,2027-06-10,loan_20260629,Corporate
LOAN_APAC_000944,CUST_APAC_000944,ACC_APAC_000944,BR_APAC_0144,2025-09-10,7600895.14,4939339.6,7.23,JPY,APAC,2025-09-10,2027-02-19,loan_20260629,Corporate
LOAN_APAC_001247,CUST_APAC_001247,ACC_APAC_001247,BR_APAC_0047,2026-02-19,97337.24,86385.14,6.08,JPY,APAC,2026-02-19,2026-07-01,loan_20260629,Retail
LOAN_APAC_000258,CUST_APAC_000258,ACC_APAC_000258,BR_APAC_0058,2026-01-25,1170805.78,521809.82,8.23,JPY,APAC,2026-01-25,2027-03-11,loan_20260629,SME
LOAN_APAC_001065,CUST_APAC_001065,ACC_APAC_001065,BR_APAC_0065,2026-02-08,855159.42,302805.38,8.79,JPY,APAC,2026-02-08,2028-01-25,loan_20260629,SME
LOAN_APAC_001013,CUST_APAC_001013,ACC_APAC_001013,BR_APAC_0013,2025-02-09,8922441.61,5877749.28,13.39,JPY,APAC,2025-02-09,2026-10-25,loan_20260629,Corporate
LOAN_APAC_000151,CUST_APAC_000151,ACC_APAC_000151,BR_APAC_0151,2025-04-22,1235965.26,1162387.41,9.26,JPY,APAC,2025-04-22,2026-10-26,loan_20260629,SME
LOAN_APAC_001735,CUST_APAC_000135,ACC_APAC_000135,BR_APAC_0135,2026-04-13,442200.86,346884.19,8.78,JPY,APAC,2026-04-13,2026-08-24,loan_20260629,Retail
LOAN_APAC_000043,CUST_APAC_000043,ACC_APAC_000043,BR_APAC_0043,2025-09-09,20711501.39,9272459.57,7.46,JPY,APAC,2025-09-09,2027-05-23,loan_20260629,Mega Corporate
LOAN_APAC_000299,CUST_APAC_000299,ACC_APAC_000299,BR_APAC_0099,2026-02-10,335208.59,91270.68,5.3,JPY,APAC,2026-02-10,2026-06-20,loan_20260629,Retail
LOAN_APAC_001381,CUST_APAC_001381,ACC_APAC_001381,BR_APAC_0181,2026-02-01,1124344.83,264585.39,15.57,JPY,APAC,2026-02-01,2027-10-12,loan_20260629,SME
LOAN_APAC_001134,CUST_APAC_001134,ACC_APAC_001134,BR_APAC_0134,2025-02-20,473166.34,188866.25,13.6,JPY,APAC,2025-02-20,2025-12-01,loan_20260629,SME
LOAN_APAC_001183,CUST_APAC_001183,ACC_APAC_001183,BR_APAC_0183,2025-10-26,532918.84,123785.95,9.17,JPY,APAC,2025-10-26,2027-04-19,loan_20260629,SME
LOAN_APAC_000420,CUST_APAC_000420,ACC_APAC_000420,BR_APAC_0020,2026-02-12,317549.78,282682.05,6.97,JPY,APAC,2026-02-12,2027-03-20,loan_20260629,Retail
LOAN_APAC_000037,CUST_APAC_000037,ACC_APAC_000037,BR_APAC_0037,2025-10-20,8541425.18,7444723.95,15.42,JPY,APAC,2025-10-20,2027-05-05,loan_20260629,Corporate
LOAN_APAC_001300,CUST_APAC_001300,ACC_APAC_001300,BR_APAC_0100,2025-06-20,5834064.12,2787964.35,9.9,JPY,APAC,2025-06-20,2026-11-24,loan_20260629,Corporate
LOAN_APAC_000005,CUST_APAC_000005,ACC_APAC_000005,BR_APAC_0005,2025-10-29,3415578.57,947513.45,5.69,JPY,APAC,2025-10-29,2027-10-16,loan_20260629,Corporate
LOAN_APAC_001080,CUST_APAC_001080,ACC_APAC_001080,BR_APAC_0080,2025-02-25,7225101.48,3960195.69,7.3,JPY,APAC,2025-02-25,2026-11-06,loan_20260629,Corporate
LOAN_APAC_000126,CUST_APAC_000126,ACC_APAC_000126,BR_APAC_0126,2025-05-26,291877.29,176463.83,8.78,JPY,APAC,2025-05-26,2026-12-11,loan_20260629,SME
LOAN_APAC_000574,CUST_APAC_000574,ACC_APAC_000574,BR_APAC_0174,2026-04-08,26972128.03,15962488.43,8.13,JPY,APAC,2026-04-08,2026-10-07,loan_20260629,Mega Corporate
LOAN_APAC_001467,CUST_APAC_001467,ACC_APAC_001467,BR_APAC_0067,2026-05-28,591555.48,342997.05,15.33,JPY,APAC,2026-05-28,2026-12-19,loan_20260629,SME
LOAN_APAC_001099,CUST_APAC_001099,ACC_APAC_001099,BR_APAC_0099,2025-07-04,1324221.94,1234740.76,13.96,JPY,APAC,2025-07-04,2027-05-24,loan_20260629,SME
LOAN_APAC_001339,CUST_APAC_001339,ACC_APAC_001339,BR_APAC_0139,2025-05-19,1414954.35,1272307.99,15.52,JPY,APAC,2025-05-19,2026-09-23,loan_20260629,SME
LOAN_APAC_000882,CUST_APAC_000882,ACC_APAC_000882,BR_APAC_0082,2026-02-28,31534792.51,14435660.52,4.37,JPY,APAC,2026-02-28,2027-04-25,loan_20260629,Mega Corporate
LOAN_APAC_001766,CUST_APAC_000166,ACC_APAC_000166,BR_APAC_0166,2026-04-07,436383.56,376091.79,10.28,JPY,APAC,2026-04-07,2026-07-31,loan_20260629,Retail
LOAN_APAC_001556,CUST_APAC_001556,ACC_APAC_001556,BR_APAC_0156,2025-07-03,727361.76,373577.59,12.57,JPY,APAC,2025-07-03,2027-01-08,loan_20260629,SME
LOAN_APAC_001482,CUST_APAC_001482,ACC_APAC_001482,BR_APAC_0082,2025-07-26,532654.03,310370.93,6.7,JPY,APAC,2025-07-26,2027-02-01,loan_20260629,SME
LOAN_APAC_001499,CUST_APAC_001499,ACC_APAC_001499,BR_APAC_0099,2025-04-03,22442734.28,19698705.54,4.97,JPY,APAC,2025-04-03,2026-03-15,loan_20260629,Mega Corporate
LOAN_APAC_000904,CUST_APAC_000904,ACC_APAC_000904,BR_APAC_0104,2025-11-28,301397.07,233131.62,10.8,JPY,APAC,2025-11-28,2026-08-12,loan_20260629,Retail
LOAN_APAC_000001,CUST_APAC_000001,ACC_APAC_000001,BR_APAC_0001,2025-05-07,61688.27,39766.17,5.57,JPY,APAC,2025-05-07,2025-11-06,loan_20260629,Retail
LOAN_APAC_001238,CUST_APAC_001238,ACC_APAC_001238,BR_APAC_0038,2025-04-27,325774.89,74413.09,5.53,JPY,APAC,2025-04-27,2026-10-29,loan_20260629,Retail
LOAN_APAC_000562,CUST_APAC_000562,ACC_APAC_000562,BR_APAC_0162,2026-01-07,458376.76,210698.11,14.87,JPY,APAC,2026-01-07,2026-07-03,loan_20260629,Retail
LOAN_APAC_000267,CUST_APAC_000267,ACC_APAC_000267,BR_APAC_0067,2026-01-29,357825.86,116384.04,9.98,JPY,APAC,2026-01-29,2027-10-04,loan_20260629,Retail
LOAN_APAC_000072,CUST_APAC_000072,ACC_APAC_000072,BR_APAC_0072,2025-06-13,7679248.82,6031470.73,13.88,JPY,APAC,2025-06-13,2026-10-03,loan_20260629,Corporate
LOAN_APAC_001188,CUST_APAC_001188,ACC_APAC_001188,BR_APAC_0188,2026-01-25,245637.54,132127.74,14.69,JPY,APAC,2026-01-25,2026-06-08,loan_20260629,Retail
LOAN_APAC_000706,CUST_APAC_000706,ACC_APAC_000706,BR_APAC_0106,2025-06-24,431639.3,220410.82,12.04,JPY,APAC,2025-06-24,2026-08-31,loan_20260629,Retail
LOAN_APAC_001791,CUST_APAC_000191,ACC_APAC_000191,BR_APAC_0191,2025-06-03,215863.42,154955.56,10.15,JPY,APAC,2025-06-03,2026-02-14,loan_20260629,Retail
LOAN_APAC_000481,CUST_APAC_000481,ACC_APAC_000481,BR_APAC_0081,2025-05-29,7023394.72,4224728.83,14.64,JPY,APAC,2025-05-29,2026-02-26,loan_20260629,Corporate
LOAN_APAC_001321,CUST_APAC_001321,ACC_APAC_001321,BR_APAC_0121,2025-02-22,1272185.96,441572.01,8.74,JPY,APAC,2025-02-22,2026-07-26,loan_20260629,SME
LOAN_APAC_001638,CUST_APAC_000038,ACC_APAC_000038,BR_APAC_0038,2025-11-12,1665784.66,670375.01,6.59,JPY,APAC,2025-11-12,2026-12-23,loan_20260629,SME
LOAN_APAC_001033,CUST_APAC_001033,ACC_APAC_001033,BR_APAC_0033,2026-04-02,338187.33,244047.26,12.44,JPY,APAC,2026-04-02,2027-04-22,loan_20260629,SME
